PONTOS,Indice,DATA,HORARIO,NOME DA EMBARCACAO,COMPRIMENTO DO TRECHO,DURACAO DO TRECHO,VELOCIDADE,PERCURSO DO TRECHO,LATITUDE,LOGITUDE,MARE,TRAJETO
3248,3248,2013-06-10,15:07:19,MONIQUE,0.011,00:00:03,13.0,345.6° ,-11.002433333333334,-37.010333333333335,1,1.0
3249,3249,2013-06-10,15:07:22,MONIQUE,0.003,00:00:06,13.0,344.9° ,-11.00235,-37.01036666666667,1,1.0
3250,3250,2013-06-10,15:07:28,MONIQUE,0.017,00:00:05,13.0,347.4° ,-11.002166666666668,-37.010416666666664,1,1.0
3251,3251,2013-06-10,15:07:33,MONIQUE,0.008,00:00:08,13.0,347.9° ,-11.002,-37.01045,1,1.0
3252,3252,2013-06-10,15:07:41,MONIQUE,0.007,00:00:03,13.0,350.2° ,-11.00175,-37.0105,1,1.0
3253,3253,2013-06-10,15:07:44,MONIQUE,0.024,00:00:10,12.0,346.1° ,-11.00165,-37.01051666666667,1,1.0
3254,3254,2013-06-10,15:07:54,MONIQUE,0.003,00:00:03,13.0,345.4° ,-11.00135,-37.0106,1,1.0
3255,3255,2013-06-10,15:07:57,MONIQUE,0.008,00:00:01,12.0,346.8° ,-11.00125,-37.010616666666664,1,1.0
3256,3256,2013-06-10,15:07:58,MONIQUE,0.011,00:00:11,13.0,352.8° ,-11.001216666666666,-37.01063333333333,1,1.0
3257,3257,2013-06-10,15:08:09,MONIQUE,0.006,00:00:01,12.0,354.6° ,-11.000866666666667,-37.01068333333333,1,1.0
3258,3258,2013-06-10,15:08:10,MONIQUE,0.022,00:00:06,12.0,343.9° ,-11.000833333333333,-37.01068333333333,1,1.0
3259,3259,2013-06-10,15:08:16,MONIQUE,0.01,00:00:01,14.0,337.3° ,-11.000666666666667,-37.010733333333334,1,1.0
3260,3260,2013-06-10,15:08:17,MONIQUE,0.007,00:00:04,13.0,341.1° ,-11.000633333333333,-37.01075,1,1.0
3261,3261,2013-06-10,15:08:21,MONIQUE,0.012,00:00:02,11.0,350.5° ,-11.0005,-37.010783333333336,1,1.0
3262,3262,2013-06-10,15:08:23,MONIQUE,0.007,00:00:02,12.0,336.0° ,-11.00045,-37.0108,1,1.0
3263,3263,2013-06-10,15:08:25,MONIQUE,0.018,00:00:03,16.0,329.2° ,-11.0004,-37.01081666666666,1,1.0
3264,3264,2013-06-10,15:08:28,MONIQUE,0.006,00:00:01,15.0,344.5° ,-11.0003,-37.01088333333333,1,1.0
3265,3265,2013-06-10,15:08:29,MONIQUE,0.014,00:00:03,13.0,351.5° ,-11.000266666666667,-37.0109,1,1.0
3266,3266,2013-06-10,15:08:32,MONIQUE,0.004,00:00:01,11.0,357.5° ,-11.000166666666667,-37.0109,1,1.0
3267,3267,2013-06-10,15:08:33,MONIQUE,0.007,00:00:05,13.0,349.0° ,-11.000133333333334,-37.01091666666667,1,1.0
3268,3268,2013-06-10,15:08:38,MONIQUE,0.004,00:00:02,15.0,346.3° ,-10.999983333333333,-37.010933333333334,1,1.0
3269,3269,2013-06-10,15:08:40,MONIQUE,0.014,00:00:02,13.0,353.8° ,-10.999916666666667,-37.01095,1,1.0
3270,3270,2013-06-10,15:08:42,MONIQUE,0.006,00:00:07,12.0,358.6° ,-10.99985,-37.01096666666667,1,1.0
3271,3271,2013-06-10,15:08:49,MONIQUE,0.003,00:00:01,12.0,355.2° ,-10.999633333333334,-37.01096666666667,1,1.0
3272,3272,2013-06-10,15:08:50,MONIQUE,0.008,00:00:02,14.0,355.2° ,-10.9996,-37.01096666666667,1,1.0
3273,3273,2013-06-10,15:08:52,MONIQUE,0.004,00:00:03,13.0,6.6° ,-10.999533333333334,-37.010983333333336,1,1.0
3274,3274,2013-06-10,15:08:55,MONIQUE,0.014,00:00:02,11.0,0.0° ,-10.999433333333334,-37.01096666666667,1,1.0
3275,3275,2013-06-10,15:08:57,MONIQUE,0.017,00:00:06,13.0,2.5° ,-10.999383333333334,-37.01096666666667,1,1.0
3276,3276,2013-06-10,15:09:03,MONIQUE,0.006,00:00:03,12.0,9.7° ,-10.999183333333333,-37.01095,1,1.0
3277,3277,2013-06-10,15:09:06,MONIQUE,0.003,00:00:02,13.0,355.9° ,-10.9991,-37.01095,1,1.0
3278,3278,2013-06-10,15:09:08,MONIQUE,0.007,00:00:03,14.0,6.0° ,-10.999033333333333,-37.01095,1,1.0
3279,3279,2013-06-10,15:09:11,MONIQUE,0.017,00:00:02,12.0,13.8° ,-10.998933333333333,-37.010933333333334,1,1.0
3280,3280,2013-06-10,15:09:13,MONIQUE,0.009,00:00:05,13.0,3.4° ,-10.998883333333334,-37.01091666666667,1,1.0
3281,3281,2013-06-10,15:09:18,MONIQUE,0.014,00:00:02,12.0,1.5° ,-10.998716666666667,-37.01091666666667,1,1.0
3282,3282,2013-06-10,15:09:20,MONIQUE,0.007,00:00:04,13.0,359.0° ,-10.998666666666667,-37.01091666666667,1,1.0
3283,3283,2013-06-10,15:09:24,MONIQUE,0.01,00:00:01,13.0,356.3° ,-10.998533333333333,-37.01091666666667,1,1.0
3284,3284,2013-06-10,15:09:25,MONIQUE,0.013,00:00:02,13.0,357.7° ,-10.9985,-37.01091666666667,1,1.0
3285,3285,2013-06-10,15:09:27,MONIQUE,0.021,00:00:01,13.0,0.0° ,-10.998433333333333,-37.01091666666667,1,1.0
3286,3286,2013-06-10,15:09:28,MONIQUE,0.004,00:00:04,12.0,355.6° ,-10.9984,-37.01091666666667,1,1.0
3287,3287,2013-06-10,15:09:32,MONIQUE,0.009,00:00:02,11.0,1.5° ,-10.998283333333333,-37.010933333333334,1,1.0
3288,3288,2013-06-10,15:09:34,MONIQUE,0.004,00:00:01,12.0,2.3° ,-10.998216666666666,-37.010933333333334,1,1.0
3289,3289,2013-06-10,15:09:35,MONIQUE,0.007,00:00:02,14.0,352.0° ,-10.998183333333333,-37.01091666666667,1,1.0
3290,3290,2013-06-10,15:09:37,MONIQUE,0.006,00:00:01,15.0,346.0° ,-10.998116666666666,-37.010933333333334,1,1.0
3291,3291,2013-06-10,15:09:38,MONIQUE,0.003,00:00:04,13.0,355.3° ,-10.998083333333334,-37.01095,1,1.0
3292,3292,2013-06-10,15:09:42,MONIQUE,0.004,00:00:05,12.0,355.7° ,-10.99795,-37.01095,1,1.0
3293,3293,2013-06-10,15:09:47,MONIQUE,0.007,00:00:02,11.0,5.2° ,-10.9978,-37.01096666666667,1,1.0
3294,3294,2013-06-10,15:09:49,MONIQUE,0.004,00:00:01,10.0,5.1° ,-10.99775,-37.01096666666667,1,1.0
3295,3295,2013-06-10,15:09:50,MONIQUE,0.004,00:00:02,13.0,356.7° ,-10.997716666666667,-37.01096666666667,1,1.0
3296,3296,2013-06-10,15:09:52,MONIQUE,0.004,00:00:04,16.0,351.8° ,-10.997666666666667,-37.01096666666667,1,1.0
3297,3297,2013-06-10,15:09:56,MONIQUE,0.021,00:00:03,11.0,357.4° ,-10.9975,-37.010983333333336,1,1.0
3298,3298,2013-06-10,15:09:59,MONIQUE,0.003,00:00:04,13.0,352.3° ,-10.997416666666666,-37.010983333333336,1,1.0
3299,3299,2013-06-10,15:10:03,MONIQUE,0.003,00:00:02,13.0,346.9° ,-10.9973,-37.011,1,1.0
3300,3300,2013-06-10,15:10:05,MONIQUE,0.003,00:00:03,12.0,335.6° ,-10.997233333333334,-37.01101666666667,1,1.0
3301,3301,2013-06-10,15:10:08,MONIQUE,0.013,00:00:04,12.0,342.4° ,-10.99715,-37.011066666666665,1,1.0
3302,3302,2013-06-10,15:10:12,MONIQUE,0.015,00:00:06,13.0,342.4° ,-10.997033333333333,-37.0111,1,1.0
3303,3303,2013-06-10,15:10:18,MONIQUE,0.014,00:00:01,15.0,335.7° ,-10.99685,-37.01115,1,1.0
3304,3304,2013-06-10,15:10:19,MONIQUE,0.025,00:00:02,15.0,347.4° ,-10.996816666666666,-37.01116666666667,1,1.0
3305,3305,2013-06-10,15:10:21,MONIQUE,0.006,00:00:01,13.0,354.8° ,-10.99675,-37.011183333333335,1,1.0
3306,3306,2013-06-10,15:10:22,MONIQUE,0.007,00:00:02,12.0,0.0° ,-10.996716666666666,-37.011183333333335,1,1.0
3307,3307,2013-06-10,15:10:24,MONIQUE,0.008,00:00:02,10.0,5.9° ,-10.99665,-37.011183333333335,1,1.0
3308,3308,2013-06-10,15:10:26,MONIQUE,0.015,00:00:01,12.0,0.0° ,-10.9966,-37.011183333333335,1,1.0
3309,3309,2013-06-10,15:10:27,MONIQUE,0.007,00:00:01,13.0,350.5° ,-10.996566666666666,-37.011183333333335,1,1.0
3310,3310,2013-06-10,15:10:28,MONIQUE,0.004,00:00:02,13.0,343.6° ,-10.996533333333334,-37.011183333333335,1,1.0
3311,3311,2013-06-10,15:10:30,MONIQUE,0.036,00:00:01,13.0,348.6° ,-10.996483333333334,-37.01121666666667,1,1.0
3312,3312,2013-06-10,15:10:31,MONIQUE,0.016,00:00:01,13.0,0.0° ,-10.99645,-37.01121666666667,1,1.0
3313,3313,2013-06-10,15:10:32,MONIQUE,0.012,00:00:01,13.0,0.7° ,-10.996416666666667,-37.01121666666667,1,1.0
3314,3314,2013-06-10,15:10:33,MONIQUE,0.004,00:00:06,13.0,1.8° ,-10.996383333333334,-37.01121666666667,1,1.0
3315,3315,2013-06-10,15:10:39,MONIQUE,0.007,00:00:01,11.0,359.3° ,-10.996183333333333,-37.01121666666667,1,1.0
3316,3316,2013-06-10,15:10:40,MONIQUE,0.017,00:00:01,11.0,353.9° ,-10.996166666666667,-37.01121666666667,1,1.0
3317,3317,2013-06-10,15:10:41,MONIQUE,0.004,00:00:01,12.0,357.2° ,-10.996133333333333,-37.01121666666667,1,1.0
3318,3318,2013-06-10,15:10:42,MONIQUE,0.007,00:00:03,15.0,356.1° ,-10.9961,-37.01121666666667,1,1.0
3319,3319,2013-06-10,15:10:45,MONIQUE,0.007,00:00:04,13.0,6.6° ,-10.995983333333333,-37.01121666666667,1,1.0
3320,3320,2013-06-10,15:10:49,MONIQUE,0.004,00:00:04,13.0,3.1° ,-10.995866666666666,-37.0112,1,1.0
3321,3321,2013-06-10,15:10:53,MONIQUE,0.003,00:00:07,13.0,2.3° ,-10.995733333333334,-37.0112,1,1.0
3322,3322,2013-06-10,15:11:00,MONIQUE,0.003,00:00:02,11.0,9.7° ,-10.995516666666667,-37.0112,1,1.0
3323,3323,2013-06-10,15:11:02,MONIQUE,0.025,00:00:02,13.0,358.4° ,-10.995466666666667,-37.011183333333335,1,1.0
3324,3324,2013-06-10,15:11:04,MONIQUE,0.037,00:00:02,15.0,352.1° ,-10.9954,-37.011183333333335,1,1.0
3325,3325,2013-06-10,15:11:06,MONIQUE,0.003,00:00:04,13.0,3.4° ,-10.995333333333333,-37.0112,1,1.0
3326,3326,2013-06-10,15:11:10,MONIQUE,0.014,00:00:02,12.0,0.7° ,-10.9952,-37.011183333333335,1,1.0
3327,3327,2013-06-10,15:11:12,MONIQUE,0.01,00:00:01,14.0,358.2° ,-10.995133333333333,-37.011183333333335,1,1.0
3328,3328,2013-06-10,15:11:13,MONIQUE,0.004,00:00:10,13.0,359.1° ,-10.9951,-37.011183333333335,1,1.0
3329,3329,2013-06-10,15:11:23,MONIQUE,0.008,00:00:05,12.0,1.5° ,-10.994783333333332,-37.0112,1,1.0
3330,3330,2013-06-10,15:11:28,MONIQUE,0.015,00:00:03,14.0,349.9° ,-10.994633333333333,-37.011183333333335,1,1.0
3331,3331,2013-06-10,15:11:31,MONIQUE,0.006,00:00:01,14.0,355.4° ,-10.994516666666666,-37.0112,1,1.0
3332,3332,2013-06-10,15:11:32,MONIQUE,0.007,00:00:02,13.0,3.5° ,-10.994483333333333,-37.01121666666667,1,1.0
3333,3333,2013-06-10,15:11:34,MONIQUE,0.008,00:00:05,12.0,357.9° ,-10.994433333333333,-37.0112,1,1.0
3334,3334,2013-06-10,15:11:39,MONIQUE,0.011,00:00:01,13.0,350.6° ,-10.994266666666666,-37.01121666666667,1,1.0
3335,3335,2013-06-10,15:11:40,MONIQUE,0.003,00:00:02,12.0,354.4° ,-10.994233333333334,-37.01121666666667,1,1.0
3336,3336,2013-06-10,15:11:42,MONIQUE,0.022,00:00:02,13.0,0.0° ,-10.994183333333334,-37.01121666666667,1,1.0
3337,3337,2013-06-10,15:11:44,MONIQUE,0.004,00:00:01,14.0,356.1° ,-10.994116666666667,-37.01121666666667,1,1.0
3338,3338,2013-06-10,15:11:45,MONIQUE,0.011,00:00:01,12.0,350.5° ,-10.994083333333334,-37.01123333333334,1,1.0
3339,3339,2013-06-10,15:11:46,MONIQUE,0.003,00:00:01,11.0,352.1° ,-10.99405,-37.01123333333334,1,1.0
3340,3340,2013-06-10,15:11:47,MONIQUE,0.012,00:00:07,13.0,345.5° ,-10.994016666666667,-37.01123333333334,1,1.0
3341,3341,2013-06-10,15:11:54,MONIQUE,0.02,00:00:10,13.0,355.7° ,-10.9938,-37.0113,1,1.0
3342,3342,2013-06-10,15:12:04,MONIQUE,0.004,00:00:01,13.0,0.2° ,-10.993483333333334,-37.011316666666666,1,1.0
3343,3343,2013-06-10,15:12:05,MONIQUE,0.011,00:00:04,13.0,355.0° ,-10.99345,-37.011316666666666,1,1.0
3344,3344,2013-06-10,15:12:09,MONIQUE,0.018,00:00:03,12.0,353.8° ,-10.993316666666667,-37.01133333333333,1,1.0
3345,3345,2013-06-10,15:12:12,MONIQUE,0.028,00:00:01,13.0,349.6° ,-10.993233333333333,-37.01133333333333,1,1.0
3346,3346,2013-06-10,15:12:13,MONIQUE,0.011,00:00:02,14.0,343.3° ,-10.9932,-37.01135,1,1.0
3347,3347,2013-06-10,15:12:15,MONIQUE,0.009,00:00:04,13.0,355.7° ,-10.993133333333333,-37.01136666666667,1,1.0
3348,3348,2013-06-10,15:12:19,MONIQUE,0.007,00:00:02,11.0,12.3° ,-10.993,-37.011383333333335,1,1.0
3349,3349,2013-06-10,15:12:21,MONIQUE,0.003,00:00:02,13.0,356.1° ,-10.99295,-37.01136666666667,1,1.0
3350,3350,2013-06-10,15:12:23,MONIQUE,0.003,00:00:02,14.0,345.0° ,-10.992883333333333,-37.01136666666667,1,1.0
3351,3351,2013-06-10,15:12:25,MONIQUE,0.007,00:00:03,13.0,358.8° ,-10.992816666666666,-37.011383333333335,1,1.0
3352,3352,2013-06-10,15:12:28,MONIQUE,0.008,00:00:01,11.0,6.9° ,-10.992716666666666,-37.011383333333335,1,1.0
3353,3353,2013-06-10,15:12:29,MONIQUE,0.01,00:00:06,13.0,0.3° ,-10.992683333333334,-37.011383333333335,1,1.0
3354,3354,2013-06-10,15:12:35,MONIQUE,0.068,00:00:01,16.0,351.3° ,-10.9925,-37.011383333333335,1,1.0
3355,3355,2013-06-10,15:12:36,MONIQUE,0.021,00:00:03,13.0,354.5° ,-10.99245,-37.011383333333335,1,1.0
3356,3356,2013-06-10,15:12:39,MONIQUE,0.003,00:00:01,10.0,6.4° ,-10.99235,-37.0114,1,1.0
3357,3357,2013-06-10,15:12:40,MONIQUE,0.015,00:00:04,11.0,355.0° ,-10.992333333333333,-37.0114,1,1.0
3358,3358,2013-06-10,15:12:44,MONIQUE,0.007,00:00:05,14.0,346.3° ,-10.992216666666666,-37.0114,1,1.0
3359,3359,2013-06-10,15:12:49,MONIQUE,0.004,00:00:01,13.0,345.1° ,-10.99205,-37.01145,1,1.0
3360,3360,2013-06-10,15:12:50,MONIQUE,0.035,00:00:03,13.0,351.5° ,-10.992016666666666,-37.011466666666664,1,1.0
3361,3361,2013-06-10,15:12:53,MONIQUE,0.054,00:00:05,13.0,358.3° ,-10.991916666666667,-37.011466666666664,1,1.0
3362,3362,2013-06-10,15:12:58,MONIQUE,0.008,00:00:08,13.0,0.0° ,-10.991766666666667,-37.01148333333333,1,1.0
3363,3363,2013-06-10,15:13:06,MONIQUE,0.007,00:00:03,13.0,359.2° ,-10.9915,-37.01148333333333,1,1.0
3364,3364,2013-06-10,15:13:09,MONIQUE,0.003,00:00:02,15.0,341.3° ,-10.9914,-37.01148333333333,1,1.0
3365,3365,2013-06-10,15:13:11,MONIQUE,0.011,00:00:02,12.0,0.6° ,-10.991333333333333,-37.0115,1,1.0
3366,3366,2013-06-10,15:13:13,MONIQUE,0.01,00:00:01,10.0,8.8° ,-10.991266666666666,-37.0115,1,1.0
3367,3367,2013-06-10,15:13:14,MONIQUE,0.004,00:00:01,11.0,9.6° ,-10.99125,-37.0115,1,1.0
3368,3368,2013-06-10,15:13:15,MONIQUE,0.004,00:00:02,13.0,7.7° ,-10.991216666666666,-37.0115,1,1.0
3369,3369,2013-06-10,15:13:17,MONIQUE,0.004,00:00:02,14.0,356.4° ,-10.99115,-37.01148333333333,1,1.0
3370,3370,2013-06-10,15:13:19,MONIQUE,0.025,00:00:03,12.0,357.2° ,-10.991083333333334,-37.01148333333333,1,1.0
3371,3371,2013-06-10,15:13:22,MONIQUE,0.011,00:00:19,13.0,356.6° ,-10.991,-37.0115,1,1.0
3372,3372,2013-06-10,15:13:41,MONIQUE,0.01,00:00:06,13.0,355.3° ,-10.990383333333334,-37.01153333333333,1,1.0
3373,3373,2013-06-10,15:13:47,MONIQUE,0.014,00:00:01,12.0,3.1° ,-10.9902,-37.01155,1,1.0
3374,3374,2013-06-10,15:13:48,MONIQUE,0.015,00:00:04,13.0,1.5° ,-10.990166666666667,-37.01155,1,1.0
3375,3375,2013-06-10,15:13:52,MONIQUE,0.003,00:00:02,13.0,3.6° ,-10.990033333333333,-37.01155,1,1.0
3376,3376,2013-06-10,15:13:54,MONIQUE,0.003,00:00:01,13.0,9.1° ,-10.989966666666668,-37.01153333333333,1,1.0
3377,3377,2013-06-10,15:13:55,MONIQUE,0.003,00:00:10,13.0,7.1° ,-10.989933333333333,-37.01153333333333,1,1.0
3378,3378,2013-06-10,15:14:05,MONIQUE,0.004,00:00:15,13.0,358.5° ,-10.989616666666667,-37.0115,1,1.0
3379,3379,2013-06-10,15:14:20,MONIQUE,0.008,00:00:02,14.0,353.4° ,-10.98915,-37.0115,1,1.0
3380,3380,2013-06-10,15:14:22,MONIQUE,0.008,00:00:02,13.0,1.5° ,-10.989066666666666,-37.011516666666665,1,1.0
3381,3381,2013-06-10,15:14:24,MONIQUE,0.007,00:00:01,12.0,358.9° ,-10.989,-37.011516666666665,1,1.0
3382,3382,2013-06-10,15:14:25,MONIQUE,0.032,00:00:03,13.0,345.9° ,-10.988983333333334,-37.011516666666665,1,1.0
3383,3383,2013-06-10,15:14:28,MONIQUE,0.018,00:00:03,12.0,351.7° ,-10.988883333333334,-37.01153333333333,1,1.0
3384,3384,2013-06-10,15:14:31,MONIQUE,0.003,00:00:01,13.0,2.4° ,-10.9888,-37.01155,1,1.0
3385,3385,2013-06-10,15:14:32,MONIQUE,0.004,00:00:01,14.0,352.7° ,-10.988766666666667,-37.01155,1,1.0
3386,3386,2013-06-10,15:14:33,MONIQUE,0.004,00:00:01,14.0,349.5° ,-10.988733333333334,-37.01155,1,1.0
3387,3387,2013-06-10,15:14:34,MONIQUE,0.021,00:00:07,13.0,352.8° ,-10.9887,-37.01156666666667,1,1.0
3388,3388,2013-06-10,15:14:41,MONIQUE,0.011,00:00:03,14.0,353.8° ,-10.988466666666667,-37.011583333333334,1,1.0
3389,3389,2013-06-10,15:14:44,MONIQUE,0.026,00:00:03,13.0,358.3° ,-10.988366666666666,-37.0116,1,1.0
3390,3390,2013-06-10,15:14:47,MONIQUE,0.003,00:00:04,12.0,351.4° ,-10.988283333333333,-37.0116,1,1.0
3391,3391,2013-06-10,15:14:51,MONIQUE,0.004,00:00:04,14.0,355.2° ,-10.98815,-37.01161666666667,1,1.0
3392,3392,2013-06-10,15:14:55,MONIQUE,0.004,00:00:01,12.0,8.3° ,-10.988016666666667,-37.011633333333336,1,1.0
3393,3393,2013-06-10,15:14:56,MONIQUE,0.016,00:00:01,11.0,3.3° ,-10.987983333333334,-37.011633333333336,1,1.0
3394,3394,2013-06-10,15:14:57,MONIQUE,0.003,00:00:01,11.0,6.3° ,-10.987966666666667,-37.011633333333336,1,1.0
3395,3395,2013-06-10,15:14:58,MONIQUE,0.003,00:00:01,13.0,1.4° ,-10.987933333333334,-37.01161666666667,1,1.0
3396,3396,2013-06-10,15:14:59,MONIQUE,0.01,00:00:02,14.0,347.7° ,-10.9879,-37.01161666666667,1,1.0
3397,3397,2013-06-10,15:15:01,MONIQUE,0.054,00:00:02,15.0,351.3° ,-10.987833333333333,-37.011633333333336,1,1.0
3398,3398,2013-06-10,15:15:03,MONIQUE,0.01,00:00:02,13.0,4.3° ,-10.987766666666667,-37.01165,1,1.0
3399,3399,2013-06-10,15:15:05,MONIQUE,0.003,00:00:09,13.0,0.0° ,-10.9877,-37.01165,1,1.0
3400,3400,2013-06-10,15:15:14,MONIQUE,0.01,00:00:05,13.0,2.1° ,-10.9874,-37.01165,1,1.0
3401,3401,2013-06-10,15:15:19,MONIQUE,0.029,00:00:01,12.0,1.3° ,-10.98725,-37.011633333333336,1,1.0
3402,3402,2013-06-10,15:15:20,MONIQUE,0.006,00:00:01,13.0,0.4° ,-10.987216666666667,-37.011633333333336,1,1.0
3403,3403,2013-06-10,15:15:21,MONIQUE,0.003,00:00:01,14.0,351.8° ,-10.987183333333334,-37.011633333333336,1,1.0
3404,3404,2013-06-10,15:15:22,MONIQUE,0.006,00:00:06,13.0,352.2° ,-10.98715,-37.01165,1,1.0
3405,3405,2013-06-10,15:15:28,MONIQUE,0.015,00:00:03,14.0,357.2° ,-10.986966666666667,-37.01166666666666,1,1.0
3406,3406,2013-06-10,15:15:31,MONIQUE,0.013,00:00:08,12.0,356.5° ,-10.986866666666666,-37.01166666666666,1,1.0
3407,3407,2013-06-10,15:15:39,MONIQUE,0.011,00:00:01,13.0,4.4° ,-10.986616666666666,-37.01168333333333,1,1.0
3408,3408,2013-06-10,15:15:40,MONIQUE,0.006,00:00:01,15.0,353.3° ,-10.986583333333334,-37.01168333333333,1,1.0
3409,3409,2013-06-10,15:15:41,MONIQUE,0.003,00:00:01,16.0,349.8° ,-10.98655,-37.01168333333333,1,1.0
3410,3410,2013-06-10,15:15:42,MONIQUE,0.004,00:00:04,15.0,0.2° ,-10.986516666666667,-37.0117,1,1.0
3411,3411,2013-06-10,15:15:46,MONIQUE,0.009,00:00:01,11.0,25.7° ,-10.986366666666667,-37.0117,1,1.0
3412,3412,2013-06-10,15:15:47,MONIQUE,0.004,00:00:01,10.0,20.7° ,-10.98635,-37.01168333333333,1,1.0
3413,3413,2013-06-10,15:15:48,MONIQUE,0.003,00:00:03,12.0,7.1° ,-10.986316666666667,-37.01168333333333,1,1.0
3414,3414,2013-06-10,15:15:51,MONIQUE,0.006,00:00:15,13.0,4.7° ,-10.986233333333333,-37.01166666666666,1,1.0
3415,3415,2013-06-10,15:16:06,MONIQUE,0.003,00:00:03,12.0,10.7° ,-10.98575,-37.011633333333336,1,1.0
3416,3416,2013-06-10,15:16:09,MONIQUE,0.003,00:00:01,11.0,14.8° ,-10.98565,-37.0116,1,1.0
3417,3417,2013-06-10,15:16:10,MONIQUE,0.012,00:00:03,12.0,1.6° ,-10.985633333333332,-37.0116,1,1.0
3418,3418,2013-06-10,15:16:13,MONIQUE,0.004,00:00:08,13.0,357.9° ,-10.985533333333333,-37.0116,1,1.0
3419,3419,2013-06-10,15:16:21,MONIQUE,0.007,00:00:02,11.0,2.2° ,-10.985266666666666,-37.0116,1,1.0
3420,3420,2013-06-10,15:16:23,MONIQUE,0.018,00:00:01,12.0,358.2° ,-10.985216666666666,-37.0116,1,1.0
3421,3421,2013-06-10,15:16:24,MONIQUE,0.01,00:00:02,11.0,354.8° ,-10.985183333333334,-37.0116,1,1.0
3422,3422,2013-06-10,15:16:26,MONIQUE,0.003,00:00:04,14.0,344.0° ,-10.985133333333334,-37.01161666666667,1,1.0
3423,3423,2013-06-10,15:16:30,MONIQUE,0.003,00:00:03,15.0,348.7° ,-10.985,-37.01165,1,1.0
3424,3424,2013-06-10,15:16:33,MONIQUE,0.003,00:00:03,13.0,353.0° ,-10.9849,-37.01166666666666,1,1.0
3425,3425,2013-06-10,15:16:36,MONIQUE,0.007,00:00:02,11.0,354.1° ,-10.9848,-37.01168333333333,1,1.0
3426,3426,2013-06-10,15:16:38,MONIQUE,0.024,00:00:01,12.0,344.7° ,-10.98475,-37.01168333333333,1,1.0
3427,3427,2013-06-10,15:16:39,MONIQUE,0.007,00:00:01,14.0,342.1° ,-10.984716666666667,-37.0117,1,1.0
3428,3428,2013-06-10,15:16:40,MONIQUE,0.003,00:00:02,16.0,336.2° ,-10.984683333333333,-37.011716666666665,1,1.0
3429,3429,2013-06-10,15:16:42,MONIQUE,0.013,00:00:01,14.0,339.3° ,-10.984616666666666,-37.01175,1,1.0
3430,3430,2013-06-10,15:16:43,MONIQUE,0.007,00:00:01,12.0,352.2° ,-10.984583333333333,-37.01175,1,1.0
3431,3431,2013-06-10,15:16:44,MONIQUE,0.008,00:00:02,11.0,0.0° ,-10.98455,-37.01175,1,1.0
3432,3432,2013-06-10,15:16:46,MONIQUE,0.014,00:00:01,11.0,2.0° ,-10.9845,-37.01176666666667,1,1.0
3433,3433,2013-06-10,15:16:47,MONIQUE,0.003,00:00:01,12.0,354.2° ,-10.984466666666666,-37.01175,1,1.0
3434,3434,2013-06-10,15:16:48,MONIQUE,0.007,00:00:03,14.0,350.4° ,-10.984433333333333,-37.01176666666667,1,1.0
3435,3435,2013-06-10,15:16:51,MONIQUE,0.004,00:00:01,14.0,355.1° ,-10.984333333333334,-37.011783333333334,1,1.0
3436,3436,2013-06-10,15:16:52,MONIQUE,0.007,00:00:02,12.0,8.0° ,-10.9843,-37.011783333333334,1,1.0
3437,3437,2013-06-10,15:16:54,MONIQUE,0.003,00:00:05,13.0,7.4° ,-10.984233333333334,-37.01176666666667,1,1.0
3438,3438,2013-06-10,15:16:59,MONIQUE,0.003,00:00:03,13.0,17.5° ,-10.984083333333333,-37.01175,1,1.0
3439,3439,2013-06-10,15:17:02,MONIQUE,0.003,00:00:01,11.0,12.2° ,-10.984,-37.011716666666665,1,1.0
3440,3440,2013-06-10,15:17:03,MONIQUE,0.003,00:00:01,11.0,0.7° ,-10.983966666666667,-37.011716666666665,1,1.0
3441,3441,2013-06-10,15:17:04,MONIQUE,0.004,00:00:01,12.0,7.1° ,-10.983933333333333,-37.011716666666665,1,1.0
3442,3442,2013-06-10,15:17:05,MONIQUE,0.004,00:00:02,12.0,9.8° ,-10.983916666666667,-37.011716666666665,1,1.0
3443,3443,2013-06-10,15:17:07,MONIQUE,0.004,00:00:07,12.0,10.5° ,-10.98385,-37.0117,1,1.0
3444,3444,2013-06-10,15:17:14,MONIQUE,0.004,00:00:02,12.0,355.9° ,-10.983633333333334,-37.01166666666666,1,1.0
3445,3445,2013-06-10,15:17:16,MONIQUE,0.025,00:00:01,12.0,354.7° ,-10.983583333333334,-37.01166666666666,1,1.0
3446,3446,2013-06-10,15:17:17,MONIQUE,0.007,00:00:04,11.0,1.7° ,-10.98355,-37.01166666666666,1,1.0
3447,3447,2013-06-10,15:17:21,MONIQUE,0.003,00:00:02,13.0,9.6° ,-10.983433333333334,-37.01166666666666,1,1.0
3448,3448,2013-06-10,15:17:23,MONIQUE,0.028,00:00:02,14.0,349.3° ,-10.983366666666667,-37.01165,1,1.0
3449,3449,2013-06-10,15:17:25,MONIQUE,0.008,00:00:04,12.0,355.0° ,-10.9833,-37.01166666666666,1,1.0
3450,3450,2013-06-10,15:17:29,MONIQUE,0.007,00:00:01,12.0,21.0° ,-10.983183333333333,-37.01168333333333,1,1.0
3451,3451,2013-06-10,15:17:30,MONIQUE,0.003,00:00:02,13.0,14.3° ,-10.98315,-37.01166666666666,1,1.0
