PONTOS,Indice,DATA,HORARIO,NOME DA EMBARCACAO,COMPRIMENTO DO TRECHO,DURACAO DO TRECHO,VELOCIDADE,PERCURSO DO TRECHO,LATITUDE,LOGITUDE,MARE,TRAJETO
212,212,2013-06-10,12:59:24,MONIQUE,0.001,00:00:02,3.3,41.6° ,-11.1099,-36.997416666666666,1,1.0
213,213,2013-06-10,12:59:26,MONIQUE,0.001,00:00:01,4.0,29.1° ,-11.109883333333332,-36.9974,1,1.0
214,214,2013-06-10,12:59:27,MONIQUE,0.002,00:00:03,3.2,20.0° ,-11.109866666666667,-36.9974,1,1.0
215,215,2013-06-10,12:59:30,MONIQUE,0.001,00:00:01,3.6,0.0° ,-11.10985,-36.9974,1,1.0
216,216,2013-06-10,12:59:31,MONIQUE,0.001,00:00:05,3.6,17.0° ,-11.10985,-36.9974,1,1.0
217,217,2013-06-10,12:59:36,MONIQUE,0.001,00:00:01,3.4,42.1° ,-11.1098,-36.99738333333333,1,1.0
218,218,2013-06-10,12:59:37,MONIQUE,0.001,00:00:02,2.9,38.2° ,-11.1098,-36.99738333333333,1,1.0
219,219,2013-06-10,12:59:39,MONIQUE,0.001,00:00:03,3.9,345.7° ,-11.109783333333333,-36.997366666666665,1,1.0
220,220,2013-06-10,12:59:42,MONIQUE,0.003,00:00:02,3.9,29.0° ,-11.10975,-36.997366666666665,1,1.0
221,221,2013-06-10,12:59:44,MONIQUE,0.002,00:00:02,3.9,53.4° ,-11.109733333333333,-36.997366666666665,1,1.0
222,222,2013-06-10,12:59:46,MONIQUE,0.001,00:00:01,3.2,34.0° ,-11.109716666666667,-36.99735,1,1.0
223,223,2013-06-10,12:59:47,MONIQUE,0.001,00:00:02,3.2,9.1° ,-11.109716666666667,-36.99735,1,1.0
224,224,2013-06-10,12:59:49,MONIQUE,0.001,00:00:01,4.2,330.4° ,-11.1097,-36.99733333333333,1,1.0
225,225,2013-06-10,12:59:50,MONIQUE,0.001,00:00:03,4.3,34.3° ,-11.1097,-36.99735,1,1.0
226,226,2013-06-10,12:59:53,MONIQUE,0.009,00:00:01,3.1,18.9° ,-11.109666666666667,-36.99733333333333,1,1.0
227,227,2013-06-10,12:59:54,MONIQUE,0.001,00:00:03,2.9,13.4° ,-11.109666666666667,-36.99733333333333,1,1.0
228,228,2013-06-10,12:59:57,MONIQUE,0.001,00:00:02,3.5,0.8° ,-11.109633333333333,-36.99731666666667,1,1.0
229,229,2013-06-10,12:59:59,MONIQUE,0.001,00:00:01,3.4,27.4° ,-11.109616666666666,-36.99731666666667,1,1.0
230,230,2013-06-10,13:00:00,MONIQUE,0.001,00:00:01,4.3,55.4° ,-11.109616666666666,-36.99731666666667,1,1.0
231,231,2013-06-10,13:00:01,MONIQUE,0.002,00:00:02,3.8,46.8° ,-11.1096,-36.9973,1,1.0
232,232,2013-06-10,13:00:03,MONIQUE,0.001,00:00:01,5.0,345.6° ,-11.1096,-36.9973,1,1.0
233,233,2013-06-10,13:00:04,MONIQUE,0.002,00:00:01,4.4,342.6° ,-11.109583333333333,-36.9973,1,1.0
234,234,2013-06-10,13:00:05,MONIQUE,0.004,00:00:01,3.8,341.9° ,-11.109566666666666,-36.9973,1,1.0
235,235,2013-06-10,13:00:06,MONIQUE,0.003,00:00:02,2.5,16.2° ,-11.109566666666666,-36.9973,1,1.0
236,236,2013-06-10,13:00:08,MONIQUE,0.001,00:00:01,3.8,14.6° ,-11.10955,-36.9973,1,1.0
237,237,2013-06-10,13:00:09,MONIQUE,0.001,00:00:03,3.9,42.7° ,-11.10955,-36.9973,1,1.0
238,238,2013-06-10,13:00:12,MONIQUE,0.001,00:00:02,2.9,1.6° ,-11.109516666666666,-36.997283333333336,1,1.0
239,239,2013-06-10,13:00:14,MONIQUE,0.008,00:00:01,3.6,342.1° ,-11.1095,-36.997283333333336,1,1.0
240,240,2013-06-10,13:00:15,MONIQUE,0.001,00:00:01,3.1,358.8° ,-11.1095,-36.997283333333336,1,1.0
241,241,2013-06-10,13:00:16,MONIQUE,0.004,00:00:01,3.4,25.4° ,-11.109483333333333,-36.997283333333336,1,1.0
242,242,2013-06-10,13:00:17,MONIQUE,0.001,00:00:01,3.7,41.1° ,-11.109483333333333,-36.99726666666667,1,1.0
243,243,2013-06-10,13:00:18,MONIQUE,0.004,00:00:09,3.6,12.3° ,-11.109483333333333,-36.99726666666667,1,1.0
244,244,2013-06-10,13:00:27,MONIQUE,0.001,00:00:01,3.6,22.9° ,-11.1094,-36.99725,1,1.0
245,245,2013-06-10,13:00:28,MONIQUE,0.001,00:00:01,3.5,52.3° ,-11.109383333333334,-36.99725,1,1.0
246,246,2013-06-10,13:00:29,MONIQUE,0.003,00:00:01,2.8,41.1° ,-11.109383333333334,-36.997233333333334,1,1.0
247,247,2013-06-10,13:00:30,MONIQUE,0.003,00:00:01,2.5,20.5° ,-11.109383333333334,-36.997233333333334,1,1.0
248,248,2013-06-10,13:00:31,MONIQUE,0.003,00:00:02,4.3,356.7° ,-11.109366666666666,-36.997233333333334,1,1.0
249,249,2013-06-10,13:00:33,MONIQUE,0.01,00:00:01,4.1,6.0° ,-11.10935,-36.997233333333334,1,1.0
250,250,2013-06-10,13:00:34,MONIQUE,0.0,00:00:03,2.9,20.0° ,-11.109333333333334,-36.997233333333334,1,1.0
251,251,2013-06-10,13:00:37,MONIQUE,0.001,00:00:04,3.3,18.1° ,-11.109316666666667,-36.997233333333334,1,1.0
252,252,2013-06-10,13:00:41,MONIQUE,0.003,00:00:03,3.3,6.0° ,-11.109283333333334,-36.99721666666667,1,1.0
253,253,2013-06-10,13:00:44,MONIQUE,0.001,00:00:01,3.8,340.5° ,-11.109266666666667,-36.99721666666667,1,1.0
254,254,2013-06-10,13:00:45,MONIQUE,0.001,00:00:01,4.0,351.9° ,-11.10925,-36.99721666666667,1,1.0
255,255,2013-06-10,13:00:46,MONIQUE,0.0,00:00:01,3.9,26.4° ,-11.10925,-36.99721666666667,1,1.0
256,256,2013-06-10,13:00:47,MONIQUE,0.003,00:00:09,3.1,17.1° ,-11.109233333333334,-36.99721666666667,1,1.0
257,257,2013-06-10,13:00:56,MONIQUE,0.005,00:00:01,3.1,349.0° ,-11.109166666666667,-36.9972,1,1.0
258,258,2013-06-10,13:00:57,MONIQUE,0.002,00:00:05,2.7,10.5° ,-11.109166666666667,-36.9972,1,1.0
259,259,2013-06-10,13:01:02,MONIQUE,0.001,00:00:01,2.5,12.0° ,-11.109133333333334,-36.99718333333333,1,1.0
260,260,2013-06-10,13:01:03,MONIQUE,0.001,00:00:04,3.9,354.5° ,-11.109116666666667,-36.99718333333333,1,1.0
261,261,2013-06-10,13:01:07,MONIQUE,0.001,00:00:01,3.2,350.6° ,-11.109083333333333,-36.99718333333333,1,1.0
262,262,2013-06-10,13:01:08,MONIQUE,0.004,00:00:01,2.4,24.0° ,-11.109083333333333,-36.99718333333333,1,1.0
263,263,2013-06-10,13:01:09,MONIQUE,0.001,00:00:03,3.1,7.0° ,-11.109066666666667,-36.99718333333333,1,1.0
264,264,2013-06-10,13:01:12,MONIQUE,0.003,00:00:04,2.9,11.6° ,-11.10905,-36.99718333333333,1,1.0
265,265,2013-06-10,13:01:16,MONIQUE,0.001,00:00:03,3.0,355.8° ,-11.109016666666667,-36.99718333333333,1,1.0
266,266,2013-06-10,13:01:19,MONIQUE,0.001,00:00:09,3.9,7.9° ,-11.109,-36.99718333333333,1,1.0
267,267,2013-06-10,13:01:28,MONIQUE,0.002,00:00:01,0.9,38.5° ,-11.108916666666667,-36.997166666666665,1,1.0
268,268,2013-06-10,13:01:29,MONIQUE,0.001,00:00:01,3.2,324.1° ,-11.108916666666667,-36.997166666666665,1,1.0
269,269,2013-06-10,13:01:30,MONIQUE,0.001,00:00:02,5.0,338.2° ,-11.1089,-36.997166666666665,1,1.0
270,270,2013-06-10,13:01:32,MONIQUE,0.0,00:00:01,3.9,9.7° ,-11.108883333333333,-36.99718333333333,1,1.0
271,271,2013-06-10,13:01:33,MONIQUE,0.003,00:00:02,2.3,42.1° ,-11.108866666666668,-36.99718333333333,1,1.0
272,272,2013-06-10,13:01:35,MONIQUE,0.002,00:00:01,1.6,12.0° ,-11.108866666666668,-36.997166666666665,1,1.0
273,273,2013-06-10,13:01:36,MONIQUE,0.003,00:00:03,4.0,4.4° ,-11.10885,-36.997166666666665,1,1.0
274,274,2013-06-10,13:01:39,MONIQUE,0.001,00:00:05,3.4,350.5° ,-11.108833333333333,-36.997166666666665,1,1.0
275,275,2013-06-10,13:01:44,MONIQUE,0.001,00:00:03,2.9,2.2° ,-11.108783333333333,-36.99718333333333,1,1.0
276,276,2013-06-10,13:01:47,MONIQUE,0.001,00:00:01,5.0,337.1° ,-11.108766666666666,-36.99718333333333,1,1.0
277,277,2013-06-10,13:01:48,MONIQUE,0.003,00:00:01,3.6,346.7° ,-11.10875,-36.99718333333333,1,1.0
278,278,2013-06-10,13:01:49,MONIQUE,0.001,00:00:01,2.3,16.0° ,-11.10875,-36.99718333333333,1,1.0
279,279,2013-06-10,13:01:50,MONIQUE,0.005,00:00:04,3.8,0.0° ,-11.108733333333333,-36.99718333333333,1,1.0
280,280,2013-06-10,13:01:54,MONIQUE,0.001,00:00:01,4.1,9.3° ,-11.1087,-36.99718333333333,1,1.0
281,281,2013-06-10,13:01:55,MONIQUE,0.003,00:00:04,2.8,0.3° ,-11.108683333333333,-36.99718333333333,1,1.0
282,282,2013-06-10,13:01:59,MONIQUE,0.005,00:00:02,2.5,21.8° ,-11.108666666666666,-36.99718333333333,1,1.0
283,283,2013-06-10,13:02:01,MONIQUE,0.002,00:00:01,4.1,5.0° ,-11.10865,-36.99718333333333,1,1.0
284,284,2013-06-10,13:02:02,MONIQUE,0.001,00:00:02,3.7,355.4° ,-11.108633333333334,-36.997166666666665,1,1.0
285,285,2013-06-10,13:02:04,MONIQUE,0.001,00:00:01,3.7,358.0° ,-11.108616666666666,-36.99718333333333,1,1.0
286,286,2013-06-10,13:02:05,MONIQUE,0.001,00:00:02,1.7,38.0° ,-11.108616666666666,-36.99718333333333,1,1.0
287,287,2013-06-10,13:02:07,MONIQUE,0.002,00:00:01,0.0,0.0° ,-11.1086,-36.997166666666665,1,1.0
288,288,2013-06-10,13:02:08,MONIQUE,0.001,00:00:03,3.5,5.5° ,-11.1086,-36.997166666666665,1,1.0
289,289,2013-06-10,13:02:11,MONIQUE,0.002,00:00:02,3.4,30.8° ,-11.108583333333334,-36.997166666666665,1,1.0
290,290,2013-06-10,13:02:13,MONIQUE,0.001,00:00:03,3.3,354.0° ,-11.108566666666666,-36.997166666666665,1,1.0
291,291,2013-06-10,13:02:16,MONIQUE,0.004,00:00:02,2.6,344.3° ,-11.108533333333334,-36.997166666666665,1,1.0
292,292,2013-06-10,13:02:18,MONIQUE,0.001,00:00:02,2.3,43.6° ,-11.108533333333334,-36.997166666666665,1,1.0
293,293,2013-06-10,13:02:20,MONIQUE,0.002,00:00:01,3.5,13.3° ,-11.108516666666667,-36.99715,1,1.0
294,294,2013-06-10,13:02:21,MONIQUE,0.002,00:00:03,3.7,352.5° ,-11.108516666666667,-36.99715,1,1.0
295,295,2013-06-10,13:02:24,MONIQUE,0.005,00:00:02,2.3,7.0° ,-11.108483333333334,-36.997166666666665,1,1.0
296,296,2013-06-10,13:02:26,MONIQUE,0.002,00:00:05,3.7,14.6° ,-11.108466666666667,-36.99715,1,1.0
297,297,2013-06-10,13:02:31,MONIQUE,0.001,00:00:01,3.2,320.6° ,-11.108433333333334,-36.99715,1,1.0
298,298,2013-06-10,13:02:32,MONIQUE,0.002,00:00:03,3.9,17.4° ,-11.108416666666667,-36.99715,1,1.0
299,299,2013-06-10,13:02:35,MONIQUE,0.002,00:00:05,3.6,16.1° ,-11.1084,-36.99715,1,1.0
300,300,2013-06-10,13:02:40,MONIQUE,0.001,00:00:03,2.2,22.5° ,-11.10835,-36.99713333333333,1,1.0
301,301,2013-06-10,13:02:43,MONIQUE,0.001,00:00:01,3.5,55.4° ,-11.108333333333333,-36.99711666666666,1,1.0
302,302,2013-06-10,13:02:44,MONIQUE,0.002,00:00:01,3.5,34.4° ,-11.108333333333333,-36.99711666666666,1,1.0
303,303,2013-06-10,13:02:45,MONIQUE,0.001,00:00:01,3.5,26.6° ,-11.108316666666667,-36.99711666666666,1,1.0
304,304,2013-06-10,13:02:46,MONIQUE,0.002,00:00:02,3.6,0.0° ,-11.108316666666667,-36.9971,1,1.0
305,305,2013-06-10,13:02:48,MONIQUE,0.002,00:00:01,3.1,8.5° ,-11.1083,-36.9971,1,1.0
306,306,2013-06-10,13:02:49,MONIQUE,0.007,00:00:02,3.7,37.1° ,-11.108283333333333,-36.9971,1,1.0
307,307,2013-06-10,13:02:51,MONIQUE,0.013,00:00:01,2.8,31.5° ,-11.108266666666667,-36.9971,1,1.0
308,308,2013-06-10,13:02:52,MONIQUE,0.001,00:00:04,3.6,22.8° ,-11.108266666666667,-36.997083333333336,1,1.0
309,309,2013-06-10,13:02:56,MONIQUE,0.004,00:00:01,3.4,17.2° ,-11.108233333333333,-36.997083333333336,1,1.0
310,310,2013-06-10,13:02:57,MONIQUE,0.001,00:00:02,3.9,43.3° ,-11.108233333333333,-36.99706666666667,1,1.0
311,311,2013-06-10,13:02:59,MONIQUE,0.001,00:00:02,3.8,23.4° ,-11.108216666666667,-36.99706666666667,1,1.0
312,312,2013-06-10,13:03:01,MONIQUE,0.005,00:00:06,3.1,25.3° ,-11.1082,-36.99705,1,1.0
313,313,2013-06-10,13:03:07,MONIQUE,0.001,00:00:02,3.1,46.2° ,-11.10815,-36.997033333333334,1,1.0
314,314,2013-06-10,13:03:09,MONIQUE,0.004,00:00:01,3.4,22.2° ,-11.108133333333333,-36.99701666666667,1,1.0
315,315,2013-06-10,13:03:10,MONIQUE,0.001,00:00:01,6.0,17.7° ,-11.108133333333333,-36.99701666666667,1,1.0
316,316,2013-06-10,13:03:11,MONIQUE,0.005,00:00:01,6.0,21.4° ,-11.108116666666668,-36.99701666666667,1,1.0
317,317,2013-06-10,13:03:12,MONIQUE,0.004,00:00:01,4.5,52.0° ,-11.1081,-36.997,1,1.0
318,318,2013-06-10,13:03:13,MONIQUE,0.002,00:00:02,2.6,66.7° ,-11.1081,-36.997,1,1.0
319,319,2013-06-10,13:03:15,MONIQUE,0.001,00:00:02,4.5,12.3° ,-11.1081,-36.99698333333333,1,1.0
320,320,2013-06-10,13:03:17,MONIQUE,0.001,00:00:01,5.0,355.8° ,-11.108066666666666,-36.99698333333333,1,1.0
321,321,2013-06-10,13:03:18,MONIQUE,0.001,00:00:03,2.0,35.7° ,-11.108066666666666,-36.99698333333333,1,1.0
322,322,2013-06-10,13:03:21,MONIQUE,0.002,00:00:02,2.8,16.7° ,-11.10805,-36.996966666666665,1,1.0
323,323,2013-06-10,13:03:23,MONIQUE,0.002,00:00:07,3.5,7.6° ,-11.108033333333333,-36.996966666666665,1,1.0
324,324,2013-06-10,13:03:30,MONIQUE,0.002,00:00:14,3.3,5.7° ,-11.107966666666666,-36.996966666666665,1,1.0
325,325,2013-06-10,13:03:44,MONIQUE,0.003,00:00:01,3.6,336.0° ,-11.107866666666666,-36.99695,1,1.0
326,326,2013-06-10,13:03:45,MONIQUE,0.001,00:00:04,3.4,3.7° ,-11.10785,-36.99695,1,1.0
327,327,2013-06-10,13:03:49,MONIQUE,0.001,00:00:01,1.8,343.2° ,-11.107816666666666,-36.99695,1,1.0
328,328,2013-06-10,13:03:50,MONIQUE,0.001,00:00:01,3.5,317.1° ,-11.107816666666666,-36.99695,1,1.0
329,329,2013-06-10,13:03:51,MONIQUE,0.001,00:00:05,3.9,353.4° ,-11.1078,-36.996966666666665,1,1.0
330,330,2013-06-10,13:03:56,MONIQUE,0.001,00:00:01,2.7,359.3° ,-11.10775,-36.996966666666665,1,1.0
331,331,2013-06-10,13:03:57,MONIQUE,0.001,00:00:05,3.2,346.7° ,-11.10775,-36.996966666666665,1,1.0
332,332,2013-06-10,13:04:02,MONIQUE,0.002,00:00:01,2.8,22.2° ,-11.107716666666667,-36.996966666666665,1,1.0
333,333,2013-06-10,13:04:03,MONIQUE,0.001,00:00:05,3.4,356.7° ,-11.1077,-36.996966666666665,1,1.0
334,334,2013-06-10,13:04:08,MONIQUE,0.004,00:00:05,2.6,0.1° ,-11.107666666666667,-36.996966666666665,1,1.0
335,335,2013-06-10,13:04:13,MONIQUE,0.0,00:00:02,4.0,341.8° ,-11.107633333333334,-36.996966666666665,1,1.0
336,336,2013-06-10,13:04:15,MONIQUE,0.001,00:00:01,3.1,354.6° ,-11.107616666666667,-36.99698333333333,1,1.0
337,337,2013-06-10,13:04:16,MONIQUE,0.001,00:00:01,2.0,27.0° ,-11.1076,-36.99698333333333,1,1.0
338,338,2013-06-10,13:04:17,MONIQUE,0.004,00:00:01,2.9,24.4° ,-11.1076,-36.99698333333333,1,1.0
339,339,2013-06-10,13:04:18,MONIQUE,0.001,00:00:02,3.4,11.3° ,-11.1076,-36.99698333333333,1,1.0
340,340,2013-06-10,13:04:20,MONIQUE,0.001,00:00:03,2.8,347.1° ,-11.107583333333332,-36.996966666666665,1,1.0
341,341,2013-06-10,13:04:23,MONIQUE,0.003,00:00:02,3.3,10.3° ,-11.10755,-36.99698333333333,1,1.0
342,342,2013-06-10,13:04:25,MONIQUE,0.001,00:00:04,3.0,22.8° ,-11.107533333333333,-36.996966666666665,1,1.0
343,343,2013-06-10,13:04:29,MONIQUE,0.001,00:00:01,3.5,19.5° ,-11.107516666666667,-36.996966666666665,1,1.0
344,344,2013-06-10,13:04:30,MONIQUE,0.001,00:00:01,4.0,349.5° ,-11.1075,-36.996966666666665,1,1.0
345,345,2013-06-10,13:04:31,MONIQUE,0.001,00:00:01,4.0,2.4° ,-11.1075,-36.996966666666665,1,1.0
346,346,2013-06-10,13:04:32,MONIQUE,0.002,00:00:01,4.1,29.0° ,-11.107483333333333,-36.996966666666665,1,1.0
347,347,2013-06-10,13:04:33,MONIQUE,0.001,00:00:01,2.9,0.0° ,-11.107483333333333,-36.99695,1,1.0
348,348,2013-06-10,13:04:34,MONIQUE,0.002,00:00:01,2.9,328.1° ,-11.107466666666667,-36.99695,1,1.0
349,349,2013-06-10,13:04:35,MONIQUE,0.001,00:00:02,2.9,14.3° ,-11.107466666666667,-36.996966666666665,1,1.0
350,350,2013-06-10,13:04:37,MONIQUE,0.001,00:00:02,2.6,30.7° ,-11.10745,-36.99695,1,1.0
351,351,2013-06-10,13:04:39,MONIQUE,0.002,00:00:04,3.6,22.1° ,-11.107433333333333,-36.99695,1,1.0
352,352,2013-06-10,13:04:43,MONIQUE,0.002,00:00:01,1.8,18.5° ,-11.1074,-36.99693333333333,1,1.0
353,353,2013-06-10,13:04:44,MONIQUE,0.002,00:00:02,2.6,5.1° ,-11.1074,-36.99693333333333,1,1.0
354,354,2013-06-10,13:04:46,MONIQUE,0.001,00:00:01,3.5,33.9° ,-11.107383333333333,-36.99693333333333,1,1.0
355,355,2013-06-10,13:04:47,MONIQUE,0.003,00:00:05,2.6,39.0° ,-11.107383333333333,-36.99693333333333,1,1.0
356,356,2013-06-10,13:04:52,MONIQUE,0.001,00:00:01,3.6,14.9° ,-11.10735,-36.9969,1,1.0
357,357,2013-06-10,13:04:53,MONIQUE,0.001,00:00:01,4.1,6.9° ,-11.10735,-36.9969,1,1.0
358,358,2013-06-10,13:04:54,MONIQUE,0.001,00:00:02,5.0,328.5° ,-11.107333333333333,-36.9969,1,1.0
359,359,2013-06-10,13:04:56,MONIQUE,0.003,00:00:01,2.3,26.1° ,-11.107316666666666,-36.996916666666664,1,1.0
360,360,2013-06-10,13:04:57,MONIQUE,0.003,00:00:01,3.6,61.8° ,-11.107316666666666,-36.996916666666664,1,1.0
361,361,2013-06-10,13:04:58,MONIQUE,0.003,00:00:01,3.8,46.2° ,-11.1073,-36.9969,1,1.0
362,362,2013-06-10,13:04:59,MONIQUE,0.004,00:00:01,3.1,24.2° ,-11.1073,-36.9969,1,1.0
363,363,2013-06-10,13:05:00,MONIQUE,0.002,00:00:02,3.9,333.0° ,-11.1073,-36.9969,1,1.0
364,364,2013-06-10,13:05:02,MONIQUE,0.001,00:00:01,2.6,20.9° ,-11.107266666666666,-36.9969,1,1.0
365,365,2013-06-10,13:05:03,MONIQUE,0.001,00:00:02,3.9,343.7° ,-11.107266666666666,-36.9969,1,1.0
366,366,2013-06-10,13:05:05,MONIQUE,0.001,00:00:01,3.6,343.4° ,-11.10725,-36.9969,1,1.0
367,367,2013-06-10,13:05:06,MONIQUE,0.003,00:00:01,3.3,6.2° ,-11.107233333333333,-36.996916666666664,1,1.0
368,368,2013-06-10,13:05:07,MONIQUE,0.002,00:00:02,3.7,33.0° ,-11.107233333333333,-36.996916666666664,1,1.0
369,369,2013-06-10,13:05:09,MONIQUE,0.002,00:00:02,2.8,4.7° ,-11.107216666666666,-36.9969,1,1.0
370,370,2013-06-10,13:05:11,MONIQUE,0.001,00:00:02,3.7,337.0° ,-11.1072,-36.9969,1,1.0
371,371,2013-06-10,13:05:13,MONIQUE,0.001,00:00:01,3.4,355.0° ,-11.107183333333333,-36.9969,1,1.0
372,372,2013-06-10,13:05:14,MONIQUE,0.001,00:00:03,3.1,22.2° ,-11.107183333333333,-36.9969,1,1.0
373,373,2013-06-10,13:05:17,MONIQUE,0.001,00:00:01,3.0,19.5° ,-11.10715,-36.9969,1,1.0
374,374,2013-06-10,13:05:18,MONIQUE,0.002,00:00:02,2.2,349.6° ,-11.10715,-36.9969,1,1.0
375,375,2013-06-10,13:05:20,MONIQUE,0.001,00:00:01,2.8,355.9° ,-11.107133333333334,-36.9969,1,1.0
376,376,2013-06-10,13:05:21,MONIQUE,0.005,00:00:02,5.0,352.9° ,-11.107133333333334,-36.9969,1,1.0
377,377,2013-06-10,13:05:23,MONIQUE,0.001,00:00:03,3.3,355.3° ,-11.107116666666666,-36.9969,1,1.0
378,378,2013-06-10,13:05:26,MONIQUE,0.001,00:00:04,2.7,13.4° ,-11.107083333333334,-36.9969,1,1.0
379,379,2013-06-10,13:05:30,MONIQUE,0.0,00:00:03,5.0,333.0° ,-11.107066666666666,-36.9969,1,1.0
380,380,2013-06-10,13:05:33,MONIQUE,0.002,00:00:02,3.1,16.4° ,-11.107016666666667,-36.996916666666664,1,1.0
381,381,2013-06-10,13:05:35,MONIQUE,0.001,00:00:01,2.3,312.6° ,-11.107016666666667,-36.9969,1,1.0
382,382,2013-06-10,13:05:36,MONIQUE,0.003,00:00:01,3.2,332.3° ,-11.107,-36.996916666666664,1,1.0
383,383,2013-06-10,13:05:37,MONIQUE,0.002,00:00:01,3.3,339.0° ,-11.107,-36.996916666666664,1,1.0
384,384,2013-06-10,13:05:38,MONIQUE,0.001,00:00:03,3.5,351.1° ,-11.106983333333334,-36.996916666666664,1,1.0
385,385,2013-06-10,13:05:41,MONIQUE,0.003,00:00:01,6.0,321.4° ,-11.106966666666667,-36.996916666666664,1,1.0
386,386,2013-06-10,13:05:42,MONIQUE,0.001,00:00:01,6.0,331.7° ,-11.10695,-36.99693333333333,1,1.0
387,387,2013-06-10,13:05:43,MONIQUE,0.007,00:00:01,3.9,354.2° ,-11.106933333333334,-36.99693333333333,1,1.0
388,388,2013-06-10,13:05:44,MONIQUE,0.001,00:00:01,2.1,356.4° ,-11.106933333333334,-36.99695,1,1.0
389,389,2013-06-10,13:05:45,MONIQUE,0.001,00:00:01,2.0,321.7° ,-11.106916666666667,-36.99695,1,1.0
390,390,2013-06-10,13:05:46,MONIQUE,0.004,00:00:01,2.9,336.2° ,-11.106916666666667,-36.99695,1,1.0
391,391,2013-06-10,13:05:47,MONIQUE,0.002,00:00:02,4.1,0.2° ,-11.106916666666667,-36.99695,1,1.0
392,392,2013-06-10,13:05:49,MONIQUE,0.001,00:00:01,2.6,358.5° ,-11.1069,-36.99695,1,1.0
393,393,2013-06-10,13:05:50,MONIQUE,0.008,00:00:04,4.1,343.8° ,-11.106883333333334,-36.99695,1,1.0
394,394,2013-06-10,13:05:54,MONIQUE,0.002,00:00:01,5.0,333.0° ,-11.10685,-36.996966666666665,1,1.0
395,395,2013-06-10,13:05:55,MONIQUE,0.001,00:00:02,1.9,340.2° ,-11.106833333333334,-36.996966666666665,1,1.0
396,396,2013-06-10,13:05:57,MONIQUE,0.001,00:00:01,0.0,0.0° ,-11.106833333333334,-36.996966666666665,1,1.0
397,397,2013-06-10,13:05:58,MONIQUE,0.001,00:00:02,3.4,357.8° ,-11.106833333333334,-36.996966666666665,1,1.0
398,398,2013-06-10,13:06:00,MONIQUE,0.002,00:00:01,5.0,339.6° ,-11.106816666666667,-36.996966666666665,1,1.0
399,399,2013-06-10,13:06:01,MONIQUE,0.004,00:00:04,3.0,340.9° ,-11.1068,-36.996966666666665,1,1.0
400,400,2013-06-10,13:06:05,MONIQUE,0.001,00:00:03,2.4,356.3° ,-11.106766666666667,-36.99698333333333,1,1.0
401,401,2013-06-10,13:06:08,MONIQUE,0.002,00:00:01,5.0,341.0° ,-11.10675,-36.99698333333333,1,1.0
402,402,2013-06-10,13:06:09,MONIQUE,0.002,00:00:03,3.8,358.3° ,-11.10675,-36.99698333333333,1,1.0
403,403,2013-06-10,13:06:12,MONIQUE,0.001,00:00:01,2.7,5.5° ,-11.106716666666667,-36.99698333333333,1,1.0
404,404,2013-06-10,13:06:13,MONIQUE,0.001,00:00:07,3.7,5.3° ,-11.1067,-36.99698333333333,1,1.0
405,405,2013-06-10,13:06:20,MONIQUE,0.001,00:00:02,2.1,12.6° ,-11.10665,-36.99698333333333,1,1.0
406,406,2013-06-10,13:06:22,MONIQUE,0.001,00:00:01,2.0,7.7° ,-11.106633333333333,-36.99698333333333,1,1.0
407,407,2013-06-10,13:06:23,MONIQUE,0.001,00:00:03,4.3,0.0° ,-11.106633333333333,-36.99698333333333,1,1.0
408,408,2013-06-10,13:06:26,MONIQUE,0.001,00:00:02,3.1,12.7° ,-11.1066,-36.99698333333333,1,1.0
409,409,2013-06-10,13:06:28,MONIQUE,0.001,00:00:01,2.5,353.9° ,-11.106583333333333,-36.99698333333333,1,1.0
410,410,2013-06-10,13:06:29,MONIQUE,0.001,00:00:09,3.1,5.9° ,-11.106583333333333,-36.99698333333333,1,1.0
411,411,2013-06-10,13:06:38,MONIQUE,0.001,00:00:02,4.0,345.5° ,-11.1065,-36.996966666666665,1,1.0
412,412,2013-06-10,13:06:40,MONIQUE,0.005,00:00:01,2.0,34.5° ,-11.106483333333333,-36.996966666666665,1,1.0
413,413,2013-06-10,13:06:41,MONIQUE,0.001,00:00:01,2.6,9.4° ,-11.106483333333333,-36.996966666666665,1,1.0
414,414,2013-06-10,13:06:42,MONIQUE,0.001,00:00:01,3.2,0.0° ,-11.106483333333333,-36.996966666666665,1,1.0
415,415,2013-06-10,13:06:43,MONIQUE,0.001,00:00:03,2.9,354.0° ,-11.106466666666666,-36.996966666666665,1,1.0
416,416,2013-06-10,13:06:46,MONIQUE,0.002,00:00:04,3.5,22.3° ,-11.10645,-36.996966666666665,1,1.0
417,417,2013-06-10,13:06:50,MONIQUE,0.003,00:00:01,4.3,7.1° ,-11.106416666666666,-36.996966666666665,1,1.0
418,418,2013-06-10,13:06:51,MONIQUE,0.002,00:00:02,4.1,348.0° ,-11.1064,-36.99695,1,1.0
419,419,2013-06-10,13:06:53,MONIQUE,0.002,00:00:02,3.0,26.7° ,-11.106383333333333,-36.996966666666665,1,1.0
420,420,2013-06-10,13:06:55,MONIQUE,0.001,00:00:01,3.0,36.9° ,-11.106366666666666,-36.99695,1,1.0
421,421,2013-06-10,13:06:56,MONIQUE,0.004,00:00:01,3.4,347.3° ,-11.106366666666666,-36.99695,1,1.0
